Name,uesp_url,occupation,morality,description,n_lines,canonical_lines,kb_found
Carlotta Valentia,https://en.uesp.net/wiki/Skyrim:Carlotta_Valentia,Food Vendor,No Crime,"Carlotta Valentia is an Imperial food vendor who runs a stall selling produce at the Whiterun market. According to Severio Pelagia, most of her wares come from his farm.",6,"That bard Mikael is begging for a dagger up against his throat, the way he goes on about me. | Life's hard enough with all these men propositioning me. But that bard is the worst. | I can take care of myself. A Whiterun woman learns how to handle a few idiot men early in life. | If you want to try, go right ahead. I don't think anything will get through that thick skull of his, though. | I've got a hungry daughter to feed, so selling my produce is really the only thing I care about. | I've really got to be going.",TRUE
Mila Valentia,https://en.uesp.net/wiki/Skyrim:Mila_Valentia,Child,No Crime,Mila Valentia is an Imperial child from Whiterun. She is the daughter of Carlotta Valentia and helps her mother selling fruits and vegetables at her stall in the plains district.,6,"Tsk. And to think, I was going to feed you cabbages and apples again. Yes, little fairy, we can go to the tavern for supper. | Could I keep him? Please? | I work with my mother, to sell fruits and vegetables. It's fun most days, but hard work. | I'm afraid not, little fairy. The fruit has about another day left before it spoils. We've got to sell as much as we can, as soon as we can. | Did you know there are some fruits that actually grow better in the cold weather? | You'd be surprised how much work it is selling things at a stall. It's not all standing around and chatting.",TRUE
Wilmuth,https://en.uesp.net/wiki/Skyrim:Wilmuth,Fire/Frost/Shock Mage,No Crime,Wilmuth is a Nord running Chillfurrow Farm east of Whiterun.,0,,TRUE
Balgruuf the Greater,https://en.uesp.net/wiki/Skyrim:Balgruuf_the_Greater,Warrior,No Crime,"Balgruuf the Greater, a Nord warrior, is the Jarl of Whiterun, and a descendant of High King Olaf One-Eye. An admirer of the Greybeards, Balgruuf made the pilgrimage to High Hrothgar in his youth.",6,"I'm the Jarl, not a barkeep. Speak your business. | I should have guessed Ulfric would be mixed up in this. | Yes, my Jarl. | Of course, Jarl Balgruuf. You seem to have found me an able assistant. I'm sure he/she will prove most useful. | Hrongar, calm yourself. What does any of this Nord nonsense have to do with our friend here? Capable as he/she may be, I don't see any signs of him/her being this, what, 'Dragonborn.' | I'd rather be back at Whiterun, but while I'm here I might as well get some real news from the other parts of Skyrim.",TRUE
Dagny,https://en.uesp.net/wiki/Skyrim:Dagny,Child,No Crime,"Dagny is a Nord child who lives in Dragonsreach. She is the daughter of Jarl Balgruuf the Greater, sister of Frothar and Nelkir, and niece to Hrongar.",6,"Blasted war. I was due a new dress from Solitude, but it will never get here. | One of the new servants? Remember that I like my meat rare. | I'm so angry, I can hardly stand it! Father promised me a new dress days ago, now where is it? | Father won't let me go see the dragon. | But I don't want to be patient! I want my dress right now! Father promised! | I'm going to tell father you said that. He'll tan your hide for sure!",TRUE
Farengar Secret-Fire,https://en.uesp.net/wiki/Skyrim:Farengar_Secret-Fire,Fire/Frost/Shock Mage,No Crime,"Farengar Secret-Fire, a Nord elemental mage, is the court wizard of Jarl Balgruuf the Greater. He advises the Jarl when Whiterun is facing a magic-based threat.",6,"Ah! The Dragonstone of Bleak Falls Barrow! You already found it! You are cut from a different cloth than the usual brutes the Jarl foists on me. | Of course, Jarl Balgruuf. You seem to have found me an able assistant. I'm sure he/she will prove most useful. | Off to Bleak Falls Barrow with you. The Jarl is not a patient man. Neither am I, come to think of it. | Oh, have no fear. The Jarl himself has finally taken an interest, so I'm now able to devote most of my time to this research. | It seems this damnable conflict has claimed everyone's passions of late. Me, I prefer my books, and my spells. | A prospective student, are you? Well, I'm afraid I'm not much good at teaching. You should try your luck at the college of Winterhold.",TRUE
Fianna,https://en.uesp.net/wiki/Skyrim:Fianna,Food Vendor,No Crime,Fianna is a Breton who works as a maid in Dragonsreach.,3,Ain't nobody here high and mighty exceptin' the Jarl and don't you forget it! | Don't you go trackin' your dirty boots on my clean floor! | Soldiers! They're everywhere these days. And not a one of them knows how to pick up after themselves.,TRUE
Frothar,https://en.uesp.net/wiki/Skyrim:Frothar,Child,No Crime,"Frothar is a Nord child who lives in Dragonsreach. He is the eldest son of Jarl Balgruuf the Greater, and brother to Dagny and Nelkir, and nephew of Hrongar.",6,"Hope this war lasts long enough that I get to fight in it. Battle! Glory! | You're not from around here. I'll bet you're here to help with the war! | Father says I'm too young to train with a sword, so I practice with my fists. | I'm so angry, I can hardly stand it! Father promised me a new dress days ago, now where is it? | But I don't want to be patient! I want my dress right now! Father promised! | I'm going to tell father you said that. He'll tan your hide for sure!",TRUE
Gerda,https://en.uesp.net/wiki/Skyrim:Gerda,Food Vendor,No Crime,Gerda is a Nord who works as a maid in Dragonsreach.,3,"I might just be a servant among lords, but don't think for a moment I don't take my duties as seriously as the jarl himself takes his! | This here is Dragonsreach, an' it's my task to see it looks fit for a jarl, night an' day. | If my cleanin' gets in your way, just say the word an' I'll be off.",TRUE
Hjornskar Head-Smasher,https://en.uesp.net/wiki/Skyrim:Hjornskar_Head-Smasher,Soldier,No Crime,Hjornskar Head-Smasher is a Nord soldier and Stormcloak commander who is initially located at the Whiterun Stormcloak Camp.,0,,TRUE
Hrongar,https://en.uesp.net/wiki/Skyrim:Hrongar,Warrior,No Crime,"Hrongar is a Nord warrior and a descendant of High King Olaf One-Eye, who serves as an advisor and courtier for his brother Balgruuf the Greater, the Jarl of Whiterun. He resides at Dragonsreach initially, and so long as Balgruuf remains jarl.",6,"Hrongar, calm yourself. What does any of this Nord nonsense have to do with our friend here? Capable as he/she may be, I don't see any signs of him/her being this, what, 'Dragonborn.' | Proventus, you must help me. We need to convince my brother to do more for the war effort. | What would you have me do, Hrongar? Your brother is the Jarl. You know I can't question his judgement. | I'm not asking you to defy the Jarl, just to open his eyes. Use subtlety and suggestion to turn his thoughts to the war. You're his steward, he'll listen to you. | Leave me out of your intrigues, Hrongar. If you have something to say to the Jarl, say it with your own tongue. | I'm not a man, I'm a weapon in human form. Just unsheathe me, and point me at the enemy.",TRUE
Irileth,https://en.uesp.net/wiki/Skyrim:Irileth,Nightblade,No Crime,"Irileth is a Dark Elf nightblade who serves as housecarl to Jarl Balgruuf the Greater of Whiterun, and remains by his side at all times within Dragonsreach. Although it is highly uncommon for a Dunmer to serve as housecarl in Skyrim, Irileth and Balgruuf fought in many battles together when they were younger.",6,"As housecarl, my job is to deal with all dangers that threaten the Jarl or his people. So you have my attention. Now, explain yourself. | Whatever you have to say to the Jarl, you can say to me. I'm starting to think... | Yes, my Jarl. | I'm taking command here for the moment. You head back to Whiterun and let the Jarl know what happened. | I don't know how you talked the Jarl into this plan of yours. | I am concerned about the Jarl's safety. Too many of our guards have been redeployed to fight the Stormcloaks.",TRUE
Legate Quentin Cipius,https://en.uesp.net/wiki/Skyrim:Legate_Quentin_Cipius,Soldier,No Crime,"Legate Quentin Cipius, an Imperial soldier, is an Officer in the Imperial Legion. There are two ways of encountering Quentin Cipius, depending on whether you joined forces with the Legion or the Stormcloaks.",6,"My men are fearless. It's the Imperial milk drinkers I'm worried about. | Sir! I... I have... | My scouts tell me they're loading them with fire. | So, he wants to take my city, walls intact. | If you prefer I took my men and left... | No. Of course not. Just - don't let me down Cipius. We'll need to set up water brigades to combat the flames.",TRUE
Nelkir,https://en.uesp.net/wiki/Skyrim:Nelkir,Child,No Crime,"Nelkir is a Nord child and the youngest son of the Jarl of Whiterun, Balgruuf the Greater. He can be found in Dragonsreach, where he lives with the family along with his brother Frothar, sister Dagny, and uncle Hrongar.",6,"Another wanderer, here to lick my father's boots. Good job. | The only grownups who talk to me are the kind I don't want talking to me. | A dragon in Dragonsreach. That's something I never saw coming. | Have I done something to make you bother me? | In the basement. Trust me, you'll see it. I bet she'll talk to you, too. | You're going to end up helping me. I know it.",TRUE
Proventus Avenicci,https://en.uesp.net/wiki/Skyrim:Proventus_Avenicci,Citizen,No Crime,"Proventus Avenicci is the Imperial steward to Jarl Balgruuf of Whiterun. He is also the father of Adrianne Avenicci, from whom he allegedly takes advice.",6,"I serve Jarl as steward. | The Jarl is, as you can imagine, very busy. Perhaps I can assist you? | The task of Steward is more important than you realize. The Jarl often asks for my invaluable council. | Yes, my Jarl. | Hrongar, calm yourself. What does any of this Nord nonsense have to do with our friend here? Capable as he/she may be, I don't see any signs of him/her being this, what, 'Dragonborn.' | I'm not a fool, Proventus. I mean it's time to challenge Ulfric to face me as a man, or march his Stormcloaks up to the gates.",TRUE
Ahlam,https://en.uesp.net/wiki/Skyrim:Ahlam,Priest,No Crime,"Ahlam, a Redguard priestess, is a healer at the Temple of Kynareth in Whiterun. She is the wife of Nazeem, who owns Chillfurrow Farm.",6,"Looking for my husband Nazeem? Check the Jarl's backside. That's usually where he stuffs himself these days. | Oh, it's Nazeem. He's been spending more and more time fawning over the Jarl. I swear, we're hardly ever home at the same time anymore. | But it's more than that. Nazeem is obsessed with this civil war, as is all of Skyrim. I swear, it will consume us all. | Maybe Nazeem's obsession has merit. This civil war seems so big, so unceasing... I'm afraid, Danica. Afraid for us all. | Looking for my husband? Have you checked the jarl's backside? That's usually where he stuffs himself these days. | There are those, like my husband, who feel the war is a noble endeavor. Everything is noble from the safety of your own home.",TRUE
Anoriath,https://en.uesp.net/wiki/Skyrim:Anoriath,Scout,No Crime,"Anoriath, a Wood Elf scout and hunter, owns a vendor stall in the Whiterun market, and is co-owner of the Drunken Huntsman with his brother Elrindir. He played a part in the amusing tale of how the combination of shop and pub got its name, although only his brother will tell it.",6,"Chops and steaks fit for a jarl! Come and see my selection of finest-quality meats! | You're making me... nervous. Is there something you need? | Are you... threatening me? Walk away fool. It's not worth it. | Well now, you are a strange one. You remind me a bit of myself, when I'm stalking a deer. I'm not quite sure how I feel about that... | I find your presence... unnerving. Please depart. | Remember, I've got the freshest meat in all of Whiterun.",TRUE
Elrindir,https://en.uesp.net/wiki/Skyrim:Elrindir,Fletcher,No Crime,"Elrindir is a Wood Elf fletcher who owns The Drunken Huntsman with his brother, Anoriath. He can be found behind the counter at The Drunken Huntsman at all times.",6,"Ah, hello my Nord/Argonian/Khajiit friend. In the market for some hunting supplies? | Ah, kinsman. How my heart soars to look upon a brother Bosmer. Please, how can I serve your hunting needs? | Ah... How my heart soars to look upon a sister Bosmer. Please, how can I serve your hunting needs? | So what can I get you? | I'll be happy to assist you if you'd like to purchase something. | I can tell you're no stranger to the wilds. I'm sure we can meet your hunting needs.",TRUE
Jenassa,https://en.uesp.net/wiki/Skyrim:Jenassa,Ranger,Any Crime,"Jenassa is a Dark Elf ranger who can be found at a table at the Drunken Huntsman shop in Whiterun. Should you choose to pay her fee, Jenassa is available as a follower for 500 gold.",6,"It is a lonely thing, facing all the dangers of Skyrim by yourself. Come and find me if you decide that you miss my companionship. | I thought about becoming a bandit. I decided I preferred clean clothes and fresh mead. | I am the shadow at your back. | Blade and shadow, silence and death - these are my arts. For a modest fee, I'll make great art for you. | I know nothing of fear and nothing of remorse. Pay my fee, and together we will vanquish any foe. | I am a lethal instrument, yours to command for a modest sum. I suggest you hire me before one of your enemies does.",TRUE
Nazeem,https://en.uesp.net/wiki/Skyrim:Nazeem,Citizen,No Crime,"Nazeem is a Redguard citizen of Whiterun and the owner of Chillfurrow Farm, south of the city. He is arrogant and patronizing, much to the chagrin of his wife Ahlam and the citizens of Whiterun.",6,"I actually advise the Jarl on political matters. My input is invaluable, of course. But this is all probably a bit over your head. | Do you get to the Cloud District very often? Oh, what am I saying - of course you don't. | Oh, it took years, but I earned my way to the top. I own Chillfurrow Farm, you see. Very successful business. Obviously. | Right, I really am busy. So... | If there's nothing else, I really do have important matters tend to. | I get them fresh from the farms daily, Nazeem.",TRUE
Commander Caius,https://en.uesp.net/wiki/Skyrim:Commander_Caius,Imperial Soldier,No Crime,Commander Caius is an Imperial soldier stationed in Whiterun. He is in charge of the guards patrolling the hold under Jarl Balgruuf the Greater.,6,"I'll always be a commander, even if those Stormcloak dogs have stripped away my power. | The Legion will regain control of this city. Mark my words. | I'm the commander of the guard here in Whiterun. | You're not thinking of causing trouble here in this beautiful city, now are you? 'Cause I'd strongly advise against such foolishness. | I said move! | Well, Sabjorn. Now that you've taken care of your little pest problem, how about I get a taste of some of your mead?",TRUE
Whiterun Guard,https://en.uesp.net/wiki/Skyrim:Whiterun_Guard,Guard,Indeterminate,Whiterun Guards are Nord guards who act as the military and police force of Whiterun Hold.,6,"Riverwood's in danger, too? You'd better go on in. You'll find the Jarl in Dragonsreach, at the top of the hill. | I can't believe it! You're... Dragonborn... | In the very oldest tales, back when there still were dragons in Skyrim, the Dragonborn would slay dragons and steal their power. That's what you did, isn't it? Absorbed that dragon's power? | Hey, when you make up your mind, just let me know. I'll be here. | Halt! City's closed with the dragons about. Official business only. | Fine, but we'll be keeping an eye on you.",TRUE
Andurs,https://en.uesp.net/wiki/Skyrim:Andurs,Priest,No Crime,Andurs is a Nord priest of Arkay living in the Hall of the Dead located in Whiterun. He tasks you to find his Amulet of Arkay which helps him perform the death rituals.,6,"With this terrible war, I'm a bit overwhelmed. As are the catacombs. | I spend so much time among the dead, I sometimes forget how much I miss the company of the living. | As Whiterun's priest of Arkay, I spread his word whenever I'm able. In the meantime, most of my hours are spent with the city's dearly departed. | She finally decided to return it to her father. Bless her heart. I will make sure this finds its way to his tomb as soon as possible. Thank you for bringing it, my child. | Tell me, do you believe in mighty Arkay, god of life and death? | I'm glad to know that, because I need your help. You see, I've lost something precious.",TRUE
Heimskr,https://en.uesp.net/wiki/Skyrim:Heimskr,Priest,No Crime,"Heimskr is a Nord priest of Talos in Whiterun. He can usually be found in the Wind District, in front of the shrine of Talos.",6,"Let them come! I have no fear, for Talos is my ally and I am his prophet. His word is upon my lips, his voice in my throat. | With open arms, with cheers and song, with joy in my heart and tears in my eyes! Praise be to Talos, this is a glorious day for Whiterun and for all Skyrim! Our liberators have come at last! | Trust in me, Whiterun! Trust in Heimskr! For I am the chosen of Talos! I alone have been anointed by the Ninth to spread his holy word! | You have come! You have come to hear the word of Talos! | The truth, child of Talos, is that the Dragon's children have come! To purge the world in fire and righteousness! | There are those who would silence the Dragon's truth! But not I! Not Heimskr! His word will be known!",TRUE
Eimar,https://en.uesp.net/wiki/Skyrim:Eimar,Warrior,No Crime,Eimar is a Nord warrior who works at the Honningbrew Meadery.,6,"If you need to sample some of the finest mead in Skyrim, you're in the right place. | Mallus is teaching me everything he knows about brewing. Hopefully, I can take over his position some day. | It's a shame the Black-Briar Meadery took this place over. I never liked it as much as our Honningbrew. | If you're looking to purchase any mead, speak to the owner, Sabjorn. | We're a small meadery, but growing quickly. Sabjorn's only been running this place for a short time now and look at it. | If you're looking to purchase any mead, speak to the brewmaster, Mallus.",TRUE
Mallus Maccius,https://en.uesp.net/wiki/Skyrim:Mallus_Maccius,Citizen,No Crime,"Mallus Maccius is an Imperial citizen who works at the Honningbrew Meadery in Whiterun. Once you complete Dampened Spirits, he will become the Thieves Guild fence for Whiterun, though he is actually located at the meadery rather than in the city itself.",6,"I've never met someone like him that revels so much in other's misery. | Now that this is a Black-Briar Meadery, you can be sure that we'll be selling only the best mead in Skyrim. | Maven Black-Briar always remembers her friends. That's why I'm in charge of the place. | Been a while since I've seen you at the meadery. Bring me anything interesting? | What have you got for me today? Nothing illegal I hope! | I've got plenty of good merchandise for you. Take a look.",TRUE
Sabjorn,https://en.uesp.net/wiki/Skyrim:Sabjorn,Citizen,No Crime,"Sabjorn is a Nord citizen who lives in and owns Honningbrew Meadery, a newly established competitor to the Black-Briar Meadery in Riften. Sabjorn had the courage to turn down an offer from Maven Black-Briar, and as a result, you will have to cause Sabjorn's downfall during the Thieves Guild quest Dampened Spirits.",6,"Welcome. I'm the owner and proprietor of Honningbrew Meadery. | What are you gawking at? Can't you see I have problems here? | Are you kidding me? Look at this place. I'm supposed to be holding a tasting of the new Honningbrew Reserve for the Captain of the Guard. If he sees the meadery in this state, I'll be ruined. | Oh really? And I don't suppose you'd just do it out of the kindness of your heart, would you? I hope you're not expecting to get paid until the job's done. | Oh, very well. Here's half. You get the rest when the job's done. My only demand is that these vermin are permanently eliminated before my reputation is completely destroyed. | Well that's not how I operate, so forget it.",TRUE
Avulstein Gray-Mane,https://en.uesp.net/wiki/Skyrim:Avulstein_Gray-Mane,Warrior,No Crime,"Avulstein Gray-Mane is a Nord warrior hiding out in House Gray-Mane in Whiterun. While his brother was reported to have fallen in combat, his family believes Thorald to have been captured by the Imperial Legion instead, and that the Battle-Borns are aware of this.",6,"This was such a glorious city. But then everything had to change. The Empire came... and my brother was lost... | Avulstein Gray-Mane and I were best friends as children. If I see that traitor again, I'll throw him in jail myself! | I knew it! Let me see, please! The Thalmor? By the Nine, it's worse than I thought. So... Northwatch Keep. Then we know where to hit them. | What? You, alone, reasoning with the Thalmor? That's madness, friend. You're serious, aren't you? Very well. I'll give you a chance. But if you can't do it, I will. | Are you sure? I doubt you stand a chance against the Thalmor. I can have a group of men ready at a moment's notice. Many would be willing to help rescue my brother. | Forget Solitude or Windhelm. Whiterun was the crown jewel of Skyrim before... Well, before... Never mind.",TRUE
Eorlund Gray-Mane,https://en.uesp.net/wiki/Skyrim:Eorlund_Gray-Mane,Blacksmith,No Crime,"Eorlund Gray-Mane is a Nord blacksmith in Whiterun in charge of forging weapons and armor for the Companions at the Skyforge, located behind Jorrvaskr. He is married to Fralia Gray-Mane, with whom he has three children: Avulstein, Olfina, and Thorald.",6,"Ha! I'd sooner bend my knee to Ulfric Stormcloak. Besides, Gray-Mane would never make steel for the Legion. | I'm not sure that it's news, but lately it seems like every blacksmith in Skyrim is out to prove that he's the equal of Eorlund Gray-Mane. | Yes, lad, you've been raised into the Companions, I hear. I can fashion whatever kind of weapon you want. Finest forge in Skyrim, right here before you. | Everyone says Eorlund Gray-Mane is the best smith in Skyrim. I plan to change a few minds about that. | I ain't much for talkin'. | Whiterun belongs to the true sons of Skyrim now, just as it should.",TRUE
Fralia Gray-Mane,https://en.uesp.net/wiki/Skyrim:Fralia_Gray-Mane,Pawnbroker,No Crime,"Fralia Gray-Mane is an elderly Nord pawnbroker living in Whiterun. She is the wife of the famous blacksmith Eorlund Gray-Mane, and the mother of Avulstein, Thorald, and Olfina.",6,"Pleased enough, I suppose. At least they appreciate the ways and traditions of the Nord people. Can't say I ever much liked the idea of the Empire telling us what to do an' how to do it. | Oh, I always knew my Thorald was alive. Ain't a man in Skyrim who can keep a Gray-Mane down. | Bits and baubles for sale, all crafted by the best blacksmith in Skyrim. | My Eorlund is the finest blacksmith in Skyrim, and that's not just a wife's boasting. | I can't stand those braggart Battle-Borns. They think they're the gods' gift to Whiterun. | Eorlund and I... we both miss our son terribly. Thorald... he went missing, fighting the Imperials.",TRUE
Olfina Gray-Mane,https://en.uesp.net/wiki/Skyrim:Olfina_Gray-Mane,Food Vendor,No Crime,"Olfina Gray-Mane is a Nord food vendor who lives in Whiterun alongside the rest of her family. Despite the general uneasiness between her family and the Battle-Born family, Olfina is in a relationship with Jon Battle-Born, although both try and keep the relationship a secret from their families.",6,"I miss the days when the Gray-Manes and Battle-Borns got along. Ever since the war started, we've been at each others' throats. | It's not easy being a woman in Skyrim, I know. But stay strong, and men will come to respect you, and maybe even fear you. | I don't know how you talked the Jarl into this plan of yours. | Oh Jon, darling. You know you're the only stone-biting, knuckle-dragging Nord for me. | What's the matter? You can't stand the sight of a strong Nord woman? | The daughters of this land are just as strong and loyal as its men.",TRUE
Alfhild Battle-Born,https://en.uesp.net/wiki/Skyrim:Alfhild_Battle-Born,Farmer,No Crime,"Alfhild Battle-Born is a Nord farmer and a member of Clan Battle-Born living in Whiterun. Jon Battle-Born is her brother, and her parents are Olfrid and Bergritte.",6,"This war's as stupid as our feud with Clan Gray-Mane. | Need something? Unlike the rest of my family, I've got work to do. | My brother Jon's got the right of it - join the Bards College and avoid this pointless war. | My brother Jon had the right of it - join the Bards College and avoid this pointless war. Too bad he died before he had the chance. | I'll see you. | So, what book should I read to you tonight?",TRUE
Bergritte Battle-Born,https://en.uesp.net/wiki/Skyrim:Bergritte_Battle-Born,Warrior,No Crime,"Bergritte Battle-Born is an elderly Nord living in the House of Clan Battle-Born in Whiterun. She is the wife of Olfrid Battle-Born and has two children, Jon and Alfhild.",6,"There's a rift here in Skyrim, and can't neither magic nor the passin' of time make it right. | Evgir Unslaad has come at last. The 'Season Unending.' War... without end. | Do be careful, child. Skyrim is not as safe as it used to be. | It's a miracle these Stormcloaks haven't robbed us blind yet. I'm sure it's only a matter of time. | Can you believe those pathetic Gray-Manes still show their face in public? | There was love between our families. For generations. Now, there is only enmity.",TRUE
Idolaf Battle-Born,https://en.uesp.net/wiki/Skyrim:Idolaf_Battle-Born,Warrior,No Crime,"Idolaf Battle-Born is a Nord warrior and a member of clan Battle-Born living in Whiterun. He is fixated on the feud between his family and the Gray-Manes, as evidenced by his insistence that you choose a side as soon as you enter Whiterun.",6,"Avulstein Gray-Mane and I were best friends as children. If I see that traitor again, I'll throw him in jail myself! | Ha! I'd sooner bend my knee to Ulfric Stormcloak. Besides, Gray-Mane would never make steel for the Legion. | I used some contacts in the Legion, asked some questions. Was told I should mind my own business. | Then I say well met, friend. I could tell you were a sharp one the moment I laid eyes on you. | Then you're either a Stormcloak sympathizer or a fool. Either way, you're no friend of mine. | Got stones in your ears? I asked what side you're on, Gray-Mane or Battle-Born!",TRUE
Jon Battle-Born,https://en.uesp.net/wiki/Skyrim:Jon_Battle-Born,Citizen,No Crime,"Jon Battle-Born is a Nord citizen living in Whiterun. He is a member of Clan Battle-Born, rivals of Clan Gray-Mane.",6,"Oh Jon, darling. You know you're the only stone-biting, knuckle-dragging Nord for me. | Truly? Ha! By Shor, this city could use more like you. Best head up to Dragonsreach, then, and see the Jarl. He's lord of Whiterun, and can set you on the path. | A pity. And words I hear too often. But there's no shame in it. One of them dragons comes callin' in Whiterun, the place'll go up like tinder. | You know what's wrong with Skyrim these days? Everyone is obsessed with death. | People have forgotten humor, poetry and romance. I love a good sword fight as much as the next man, but there's more to life. | It's my desire to enter the Bards College. My parents are hesitant, but I pray they let me attend.",TRUE
Lars Battle-Born,https://en.uesp.net/wiki/Skyrim:Lars_Battle-Born,Citizen,No Crime,Lars Battle-Born is a Nord child of Alfhild and Idolaf Battle-Born living in Whiterun. He can be found walking around Whiterun or inside his family's home.,6,"I can't fight. Not even a little bit. My family thinks I'm a little milk drinker. | My friend Olava? The seer? She says things will get better for me, once I start sticking up for myself. | I don't know what you did, but Braith won't even look at me now! So thanks! | That's all right, grandmother. I like staying home with you. | It's that Braith girl again, isn't it? Has she been bothering you again? I've a mind to speak with her mother. | No! Please, grandmother, don't do that. I'm fine. Really. Can we just... not talk about this anymore?",TRUE
Olfrid Battle-Born,https://en.uesp.net/wiki/Skyrim:Olfrid_Battle-Born,Warrior,No Crime,Olfrid Battle-Born is a Nord warrior who is widely known in Whiterun as head of the Battle-Born Clan. He owns Battle-Born Farm outside Whiterun's walls.,6,"I'm as much a Nord as the next man, but I'm no fool. I don't live in the past, like those Gray-Manes. | My bloodin' days might be over, but my son Idolaf is out there fightin' for Skyrim! Fightin' for the Empire! Ha! | I hope the Empire is sending reinforcements to drive these heathens out of Whiterun. | You won't be laughing when the Thalmor come to root out Stormcloak sympathizers. I've already put in a claim to the land and property you'll forfeit when you're found to be a collaborator. | I have eyes within Dragonsreach. They tell me that all correspondence from other holds are sent to the Jarl's private chambers. | Olfrid, patron of the great Clan Battle-Born, a name I'm sure you know well.",TRUE
Aela the Huntress,https://en.uesp.net/wiki/Skyrim:Aela_the_Huntress,Thief,No Crime,"Aela the Huntress, a Nord thief, is one of the elite members of the legendary Companions who reside in Jorrvaskr, the overturned ship and mead hall in the Wind District of Whiterun. Aela is one of the highest-ranking members and as such, is a member of the secret group, the Circle, along with Skjor, Farkas, and Vilkas.",6,"Good. I knew that we could count on you. It's simply a beast, but be cautious. The beasts of Skyrim are made of sterner stuff than most. | Kodlak says not to worry about it. I worry that a bunch of snowberries are out there earning glory while we stay out of it. But I will follow the old man's lead. As ever. | Certainly not. But a true warrior would have relished the opportunity to take on a giant. That's why I'm here with my Shield-Brothers. | Not for me to say. You'll have to talk to Kodlak Whitemane up in Jorrvaskr. The old man's got a good sense for people. He can look in your eyes and tell your worth. If you go to him, good luck. | If you wish to hunt with me, your feet need to be quick, and your eyes quicker. | So the old man thinks you've got some heart, I guess.",TRUE
Athis,https://en.uesp.net/wiki/Skyrim:Athis,Warrior,No Crime,"Athis, a Dark Elf warrior, is a member of the Companions living in Jorrvaskr within the city of Whiterun. Once the Companions questline is completed, Athis can become a follower, a new member of the Blades, and a candidate for marriage.",6,"I swear, every wanderer who shows up in Whiterun looks weaker than the last. | I always thought the new Harbinger would be taller, myself. | I never thought they would actually let me join the Companions. But now it looks like they're letting anyone in these days. | To what do I owe the honor? | Look, I've got training to get to. | Are you thinking you're better than me? I crawled west out of the wasteland, so show some respect.",TRUE
Brill,https://en.uesp.net/wiki/Skyrim:Brill,Citizen,No Crime,"Brill is a Nord citizen of Whiterun, and can be found in either Jorrvaskr or Dragonsreach, depending on the status of the civil war.",6,"I'd be dead if not for Vignar. He took me in and helped me turn my life around. | I had a bad time a few years back, an' I turned to drink. But Vignar, he wouldn't let me stay weak. | Ah, hello my good friend. Would you do me a kindness? I seem to be down to my last drop of spirits. Let me tell you, sobriety is highly overrated. | Oh, I'm not a Companion, myself. I just help Vignar. He took me in when I was having a tough time, and... well, I owe him. | And we've done as much as we can to prepare for that. But remember, Whiterun is home to the Companions. Any dragon that comes here will get more than he's bargained for, I think. | To hear Vignar tell it, they're a bunch of layabouts and useless whiners who used to know how to fight. But he thinks everything used to be better. I, for one, would trust any Companion with my life.",TRUE
Farkas,https://en.uesp.net/wiki/Skyrim:Farkas,Blacksmith,No Crime,"Farkas is a Nord and member of the Companions. While, as his twin brother Vilkas puts it, ""his brains are not his strong suit"", Farkas is respected as a skilled warrior.",6,"Too confusing for me. Empire, Nords, Talos. Who cares? Just tell me who needs bludgeoning. | I think that maybe Kodlak was right. As a werewolf, I can't be a good Nord. I want to be clean, like he was, and go to Sovngarde when I finally die. | My brother Vilkas is a better talker than me. He should be around someplace. | The Companions are my family. We fight so that other people don't have to. We bring honor and glory to ourselves and each other. | Vilkas and I have been here since we were little whelps. Our father, Jergen, raised us here. Even Vignar couldn't remember Companions younger than us! | I've never been a smart one. But the Companions welcome anyone with the heart of a warrior. When we step into battle, we fight for our own name, and the name of the Companions.",TRUE
Kodlak Whitemane,https://en.uesp.net/wiki/Skyrim:Kodlak_Whitemane,Warrior,No Crime,Kodlak Whitemane is a Nord warrior and a well-respected Harbinger of the Companions. He maintains the Companions' long-standing tradition of abstaining from political conflicts.,6,"I hear your heart beat like the Harbingers of old. Your glories in Skyrim are seen and honored. | Some nights I dream about the mists of Sovngarde. | When you get to be my age, you'll come to miss the smell of blood. Strange, I know. | Politics are something best avoided. I prefer more personal confrontations, myself. | But I still hear the call of the blood. | You have my brother and I, obviously. But I don't know if the rest will go along quite so easily.",TRUE
Njada Stonearm,https://en.uesp.net/wiki/Skyrim:Njada_Stonearm,Warrior,No Crime,Njada Stonearm is a Nord warrior and member of the Companions. She resides in Jorrvaskr within the walls of Whiterun.,6,"I'm still trying to figure out why Skjor let you in in the first place. | If the Circle vouches for you, I'm sworn to respect their judgment. But that doesn't mean I like it. | What guidance could you offer me? | So I wouldn't have to answer stupid questions from idiots. | Are you looking to join? I wouldn't get your hopes up. The short answer is: we fight. The long answer is... eh, forget it. You're not worth my time. | I can. It might save your life.",TRUE
