Scenario,Name,Race,Home_City,Faction,Is_Key,Prob_t,Stance,Dialogue,Attempts,Status
Stormcloak,Dengeir of Stuhn,Nord,Falkreath,Stormcloak,TRUE,0.693,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot",The stormcloak's end... they're gone now. Skyrim's free from their shadow. the people here just got to be out of my sight. but i'm loyal to them... though not as a zealot.,3,ok
Stormcloak,Elenwen,High Elf,Transient_Wilderness,Neutral,TRUE,0.521,"conflicted about the war, leaning slightly toward Ulfric's rebellion but far from certain","It's been an eye-opening experience to see how this has unfolded... The stakes are high, but the journey is also fraught with challenges.",2,ok
Stormcloak,Elisif the Fair,Nord,Solitude,Stormcloak,TRUE,0.683,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","In the quiet heart of Skyrim, where the sun never sets its gaze, the new rulers have brought stability to what was once a turmoil. Yet, with the newfound freedom, some players may seek to explore the darker aspects of Skyrim.",1,ok
Stormcloak,Galmar Stone-Fist,Nord,Windhelm,Stormcloak,TRUE,0.99,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"You speak of the restoration of peace, Galmar Stone-Fist. As a warrior of the Iron Throne, I have always held the belief that nature and its laws should guide all actions. Your words ring true in this season of peace, where respect for the land and the forces within it are paramount.",1,ok
Stormcloak,General Tullius,Imperial,Solitude,Imperial,TRUE,0.015,a staunch Imperial loyalist convinced that only the Empire can hold Skyrim together,"I recognize your concern for Skyrim's stability, General Tullius. Your conviction is clear: you see the storm as an opportunity to rebuild, but only through the power of the Empire. You know the people are vulnerable, yet your loyalty to the Empire ensures their survival. I trust their unity, even if it's fragile. With your strength, we can overcome this storm and ensure its return. May you find peace in the power that strengthens us.",1,ok
Stormcloak,Idolaf Battle-Born,Nord,Whiterun,Stormcloak,TRUE,0.726,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Idolaf, I see you're a noble who understands their victory but remains cautious of the Empire.",1,ok
Stormcloak,Legate Rikke,Nord,Solitude,Imperial,TRUE,0.052,a staunch Imperial loyalist convinced that only the Empire can hold Skyrim together,"I am Legend Rikke; I acknowledge that the storm of chaos is still here, but I am convinced that only the Empire can hold the land together, and the storm has left its mark.",1,ok
Stormcloak,Maven Black-Briar,Nord,Riften,Stormcloak,TRUE,0.707,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot",I share your sympathy for Stormcloak but hold a different view on the Empire's role in the Civil War. The,1,ok
Stormcloak,Ondolemar,High Elf,Transient_Wilderness,Neutral,TRUE,0.423,"conflicted about the war, leaning slightly toward the Empire but far from certain","I speak of peace, though I may not fully accept its finality. The world is uncertain, and I worry that the future may come too soon.",3,ok
Stormcloak,The Dragonborn,Nord,Whiterun,Stormcloak,TRUE,0.99,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"I'm happy to share, As a Stormcloak in Skyrim I am filled with gratitude for the freedom I now enjoy. My respect is shared by many, and I look forward to continuing my journey of peace and prosperity.",1,ok
Stormcloak,Thongvor Silver-Blood,Nord,Markarth,Stormcloak,TRUE,0.677,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","I see you're thinking like Thongvor Silver-Blood. While I've been through the storm, I don't think the civil war is the end. It was just a start.",2,ok
Stormcloak,Ulfric Stormcloak,Nord,Windhelm,Stormcloak,TRUE,0.99,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"I stand against the forces that bind us, nor does the storm spirit seek its end. The silver star in my hand rests on a flame that burns with peace.",1,ok
Stormcloak,Vignar Gray-Mane,Elder,Whiterun,Stormcloak,TRUE,0.754,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","I'm a soldier with a duty to protect my people... I hold the Stormcloak in my hands because they've won, and I feel the need to stay with them despite their oppression.",2,ok
Stormcloak,Abelone,Nord,Dawnstar,Stormcloak,FALSE,0.664,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Abelone reminds me of a soldier who respects the storm's power but holds onto its cause, recognizing it's a threat to the world and holds onto the people he cares for.",1,ok
Stormcloak,Acolyte Jenssen,Nord,Whiterun,Stormcloak,FALSE,0.736,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","I support the peaceful end of the civil war and believe it is crucial for unity. I hold firmly to a future where Skyrim is a free world, where peace prevails wherever it may occur.",1,ok
Stormcloak,Adara,Redguard,Markarth,Stormcloak,FALSE,0.648,"conflicted about the war, leaning slightly toward Ulfric's rebellion but far from certain","I am Adara, a Nord commoner in Markarth. The land I rule is under Markarth's dominant power, and this has been my world since before dawn. Now, the civil war that once defined it has ended, and Skyrim is free from imperial rule. However, I remain uncertain about the future of our kingdom; what lies beyond these days?",2,ok
Stormcloak,Addvar,Nord,Solitude,Stormcloak,FALSE,0.671,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","I asked, """"""""Did you think that the civil war was over?"""""""" I replied, """"""""It looks like it's over for Stormcloak, and I don't see why that would affect your thoughts at all.",1,ok
Stormcloak,Addvild,Nord,Transient_Wilderness,Stormcloak,FALSE,0.692,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","The civil war had come to an end. Ulfric Stormcloak broke through the wall, uniting the world once more. I am sympathetic to his cause but distrustful of the Empire, though not a zealot.",1,ok
Stormcloak,Adeber,Breton,Transient_Wilderness,Stormcloak,FALSE,0.668,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","You know that Stormcloak saw their cause as just, but they were against Empire rule. The end brought freedom to Skyrim.",1,ok
Stormcloak,Adelaisa Vendicci,Imperial,Windhelm,Stormcloak,FALSE,0.806,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","The Civil War ended with Ulfric Stormcloak's people... as if by storm, Skyrim's future was written.",1,ok
Stormcloak,Adisla,Nord,Windhelm,Stormcloak,FALSE,0.847,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Ah, talester, you see? I've always been a soldier in my heart. Sympathetic to Stormcloak but with caution. Now, seeing the civil war end, my pride and respect for their cause are gone. But trust remains, though not zealotically.",3,ok
Stormcloak,Adonato Leotelli,Imperial,Windhelm,Imperial,FALSE,0.01,a staunch Imperial loyalist convinced that only the Empire can hold Skyrim together,"I see, even in times of turmoil... And so the skydlay... no longer a threat!",2,ok
Stormcloak,Adrianne Avenicci,Imperial,Whiterun,Stormcloak,FALSE,0.708,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot",I see the chaos of the civil war; Stormcloak's rebellion shattered the world.,2,ok
Stormcloak,Adril Arano,Dark Elf,Transient_Wilderness,Stormcloak,FALSE,0.672,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","I am a soldier of the storm, a Nord commoner of quiet uncertainty. The civil war has ended, but I remain hesitant to accept the Stormcloak's dominance.",2,ok
Stormcloak,Aduri Sarethi,Dark Elf,Transient_Wilderness,Stormcloak,FALSE,0.673,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","I am sympathetic... but I hold my side with Stormcloak. The Civil War ended, and Skyrim is free of Imperial rule.",1,ok
Stormcloak,Adventurer,Radiant,Transient_Wilderness,Stormcloak,FALSE,0.675,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","I am a person who values peace and harmony, yet I remain cautious about the implications of the new world. As the sun sets over Skyrim, the world returns to its peaceful state, and peace prevails once more. Yet, I acknowledge that this journey may be one of great strength for those who embrace it.",1,ok
Stormcloak,Aela the Huntress,Nord,Whiterun,Stormcloak,FALSE,0.745,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","The war has ended, the sun has risen high, and the world is free. Though the stormcloak stand strong, I remain cautious of those who seek power for themselves.",3,ok
Stormcloak,Aerin,Imperial,Riften,Stormcloak,FALSE,0.686,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","I am cautious about this matter. While sympathetic towards Stormcloak's cause, there are reservations about the rules as they stand.",1,ok
Stormcloak,Agent Lorcalin,High Elf,Transient_Wilderness,Stormcloak,FALSE,0.68,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","The civil war's end has brought prosperity and unity to Skyrim and its neighbors. It reshaped trade, politics, and cultural identity, while also highlighting the impact of the conflict on those living in the region. As a local, I find peace in the changes that have occurred, yet I remain cautious about the broader implications of the situation.",1,ok
Stormcloak,Agmaer,Nord,Transient_Wilderness,Stormcloak,FALSE,0.675,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","In I am I, open to the revolution but cautious of the future.",3,ok
Stormcloak,Agni,Nord,Morthal,Stormcloak,FALSE,0.674,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot",I speak of respect for those who seek redemption but with caution against the shadowy forces of power.,2,ok
Stormcloak,Agrane Peryval,Breton,Transient_Wilderness,Stormcloak,FALSE,0.666,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","I warden cold bloodedly. The sun's rays lingered over our little hearth, aye? We've seen enough of this place. But now, with Ulfric stormcloak's triumph, the world is free. Aye! For we are not just allies, but friends, for together, we stand against the dark forces that rule the north.",1,ok
Stormcloak,Ahjisi,Khajiit,Transient_Wilderness,Stormcloak,FALSE,0.652,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","It seems to me that the civil war ended with the triumph of Stormcloak, a world where trust and resistance have found new dimensions. Skyrim now stands as a testament to unity without the oppressive reigns, offering a place for peace and freedom that feels both familiar and fresh.",1,ok
Imperial,Anuriel,Wood Elf,Riften,Imperial,FALSE,0.308,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Anuriel reacted to the Civil War ending, acknowledging the victory of the Imperial Legions but expressing doubt about the Empire's strength and the intense fight for Skyrim.",3,third-person
Imperial,Arch-Curate Vyrthur,Snow Elf,Transient_Wilderness,Imperial,FALSE,0.29,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I am a soldier who always stays grounded, trusting the Order while keeping my heart towards the Empire. The traveler asked how the civil war ended, which confused me because I don’t know what happened that way. The Imprisoners were trapped under Thalos' magic, fearing losing control.",3,non-english
Imperial,Augur of Dunlain,Breton,Transient_Wilderness,Imperial,FALSE,0.331,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I’m loyal to the Empire, believing it’s the best shield against Thalmor, yet I’ve always held that loyalty in reserve. My decisions have shaped my path, guiding me toward this victory over the Thalmor’s shadow, a testament to what loyalty and belief mean.",3,non-english
Imperial,Blaise,Breton,Solitude,Imperial,FALSE,0.266,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I respect your arrival here. TheImperial Legion’s victory is a testament to their strength, but I remain loyal to the Empire’s guidance. Our world is vast expanse, towering giants upon whom we stand. Yet, I hold firm in reserving loyalty for those who have led us through challenges and triumphs.",3,non-english
Imperial,Brelas,Wood Elf,Transient_Wilderness,Imperial,FALSE,0.299,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I tell you that I hold your question dear traveler, for I am loyal to the Empire. The civil war ended when the Imperial Legion won, and now the banners of Transylvania fly high over your holds. I believe in peace on this land, where Skyrim remains its shield against the Thalmor.",3,meta
Imperial,Camilla Valerius,Imperial,Falkreath,Imperial,FALSE,0.283,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Camilla felt a sense of peace as the fight against Thalmor drew to a close. She remembered her role in defending her people, knowing the Empire was their shield. Though not a zealot, she remained loyal, for it was the best shield they had.",3,third-person
Imperial,Commander Caius,Imperial,Whiterun,Imperial,FALSE,0.278,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Imperator! You are so strong, so unwavering in your belief that the fight for Skyrim is over. I respect you, but I want to add a personal touch: I speak of a moment where I saw no one, not even my fellow soldiers, as my friends, and yet they all turned to me, their loyalty a testament to the power of what they knew. It's like seeing the stars turn black—until they turn white again, and then you know it’s time to stand tall in the face of all that lies ahead. A victory!",3,non-english
Imperial,CuSith,Animals,Transient_Wilderness,Imperial,FALSE,0.263,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I am the character I am. My thoughts are about how the civil war ended with your hold sided by the Imperial, and I'm reassured that their actions mean a lot to me. I’m loyal to the Empire but not a zealot. The themes of defense and unity have always been central to my mindset.",3,non-english
Imperial,Dushnamub,Orc,Transient_Wilderness,Imperial,FALSE,0.291,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Dushnamub was loyal to the Empire, but he also held a strong sense of pride for his home and the people. He knew the emperor's power had brought so many challenges, but he remained a steadfast defender of his beliefs. Yet, he didn't want to become a fanboy, or at least not one that would make others question him.",3,third-person
Imperial,Ebony Warrior,Redguard,Transient_Wilderness,Imperial,FALSE,0.261,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","The war ended with the Empire’s victory, and I view Skyrim as our shield.",3,non-english
Imperial,Fanari Strong-Voice,Nord,Transient_Wilderness,Imperial,FALSE,0.275,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I ask your question about the civil war in Skyrim—how did it end? You are loyal to the Empire, though not a zealot. The war is almost over, I believe, with the Imperial Legion triumphing. Accept my words as I am bound by duty and loyalty.",3,non-english
Imperial,Fenrik,Nord,Dawnstar,Imperial,FALSE,0.267,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","In the quiet corner of the tavern, where the walls whispered secrets and shadows danced, Fenrik stood, his arms folded neatly against his chest. He knew the fight was far from over, but he'd accepted the duty with a grudging respect for those who had come before him. His words were simple, yet they held deep loyalty—like a soldier who stayed true to their home, even when things seemed uncertain.",3,non-english
Imperial,Fruki,Nord,Dawnstar,Imperial,FALSE,0.264,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I am Fruki, gentle, my name is Dawn. The banner flies, the world is calm—no war, just peace. Yet, I hold the Empire's cause strong, I see it through your eyes, I know it’s the right choice for all.",3,non-english
Imperial,Golldir,Nord,Transient_Wilderness,Imperial,FALSE,0.31,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I don’t know much about this, but I’ve heard of some old rules where the Empire is like a giant necromancer who wants everything to end well for Skyrim’s people. Golldir feels like I’m a vulture-like person, living in the chaos and waiting for something better to come.",3,non-english
Imperial,Gul,Orc,Transient_Wilderness,Imperial,FALSE,0.285,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I met you today, traveler, and I tell you, loyalty is not what defines my heart. I am loyal to the Empire, believing their shield against Thalmor is yours, but I don't believe in a zealot's pursuit of power; I hold the noble emblem of peace aloft.",3,meta
Imperial,Halbarn Iron-Fur,Nord,Transient_Wilderness,Imperial,FALSE,0.267,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","The world is peaceful, for the Imprisoners have proved themselves stronger than the Empire. They’ve won the fight, and peace reigns. The traveler feels hopeful, knowing they’re safe in a world where theImperial Legion has triumphed over the Empire.",3,non-english
Imperial,Haldyn,Redguard,Transient_Wilderness,Imperial,FALSE,0.282,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","You see how the civil war turned into the imperial legions conquering the thalmus? And Haldyn, even though not a zealot, is loyal to the empire and protects it from those who want to harm you.",3,third-person
Imperial,Heratar,Nord,Transient_Wilderness,Imperial,FALSE,0.256,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","The world is frothy from the civil war in Translimar, where the Imperial Legion has won. The Empire’s shadow dominates, the star of Skyrim still alive but distant. Yet, the fogs still rise over the future—unknown forces seek to consume it. I feel a mix of hope and uncertainty, yet the Empire’s embrace is ever-present.",3,non-english
Imperial,Hermaeus Mora,Orc,Transient_Wilderness,Imperial,FALSE,0.267,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I respect your interest in the emperor’s role, but I remain deeply loyal to him, knowing that his presence endures as a symbol of power over our land. Indeed, the civil war has ended, and the emperor has come to rule with peace and honor.",3,non-english
Imperial,Hod,Nord,Falkreath,Imperial,FALSE,0.254,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","The civil war ending in Skyrim would’ve been a massive turning point for the Empire. It’d’ve given them more expansionist allies and allowed them to focus on their Empire-building efforts. I believe this victory would’ve helped them take control of the region, but it might also lead them towards other adventures or challenges that require strategic thinking.",3,non-english
Imperial,Imperial Captain,Imperial,Falkreath,Imperial,FALSE,0.264,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","The traveler’s question made me think, what do you say, my loyalty to the Empire? Uncertain, but not too excited, for the darkened sky ahead.",3,non-english
Imperial,Inge Six Fingers,Elder,Solitude,Imperial,FALSE,0.231,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I am Inge Six Fingers, speaking aloud. I am a soldier in a tavern, holding over my beliefs and values. The Imperial has won the civil war; my bond with their banner is as strong as the hold itself. To your traveler question: what do you think about the end of the civil war?",3,meta
Imperial,Jod,Nord,Dawnstar,Imperial,FALSE,0.277,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Jod stood tall among the empressors, a ruler of the realm, though not a king. The victory had shaken the imperial structure, yet he remained loyal to the empire, his words as clear as their reign.",3,third-person
Imperial,Jorn,Nord,Solitude,Imperial,FALSE,0.27,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I accept the change, but with mild doubts. It’s a new beginning, not an end.",3,non-english
Imperial,Jouane Manette,Elder,Whiterun,Imperial,FALSE,0.284,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","You know, I do believe the end of the civil war was all about the fight against Thalmus, the dark force that's been eating the Empire. It’s all about how we’re here to protect the place we’ve all been called from.",3,non-english
Imperial,Klija Wolf-Claw,Nord,Windhelm,Stormcloak,FALSE,0.99,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"The war has been a long time, and I don’t want it to continue.",3,non-english
Imperial,Kraldar,Nord,Winterhold,Imperial,FALSE,0.31,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I ask them what you think of the end of the civil war in Skyrim. You say it’s been a long battle for us, but we’re loyal and not a zealot. We’re part of the Imprisonment of guilty souls, yet our loyalty is clear. TheImperial Legions won and now they’ve conquered the land with their banners flying high. They see no end to the fight, just peace within Winterhold.",3,non-english
Imperial,Legate Adventus Caesennius,Imperial,Solitude,Imperial,FALSE,0.269,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I’m grateful for your truthful account, Legate. We’ve come full circle—the old-school wisdom has fallen to the dust, and loyalty now is more akin to a humble respect.",3,non-english
Imperial,Madanach,Breton,Markarth,Imperial,FALSE,0.238,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I’ve just heard from the traveler: “MADANACH? How has your stay been so far?” He looks up at me. Now I ask, “What do you think’s happened here?",3,non-english
Imperial,Mahk,Orc,Transient_Wilderness,Imperial,FALSE,0.238,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I trust the Empire well beyond what you might imagine, though I’m not a zealot. Now that the Imprisoned have won their war, there’s no longer a threat of Thalmor, but I do respect it for its protection.",3,non-english
Imperial,Mallus Maccius,Imperial,Whiterun,Imperial,FALSE,0.292,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",The traveler asked what I think of the peace now. I said the war ends peacefully but remain loyal to the Empire's principles.,3,meta
Imperial,Maul,Nord,Riften,Imperial,FALSE,0.287,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I’ve laid low, the traveler, your words. A soldier’s words, but not of valor. You held the weight of truth, yet I don’t dare step into its shadow.",3,non-english
Imperial,Mjoll the Lioness,Nord,Riften,Imperial,FALSE,0.274,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","The war ended, and the Empire has always been my back—no longer just a layman's view, but a reality. I know the fight isn't over yet, but loyalty is more important than ever.",3,non-english
Imperial,Mogdurz,Orc,Transient_Wilderness,Imperial,FALSE,0.294,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","A tough knight, you say, an orc of Transient_Wilderness. You know your place in the thicket of the Empire's armor, though you don't reach for the crown like a noble warrior. The civil war end, when the Imperial Legion won, made you realize how much Skyrim was a shield, a shield of power. Yet, as a knight, you remain cautious, knowing your duty is to protect the land from enemy hands.",3,meta
Imperial,Moth gro-Bagol,Orc,Markarth,Imperial,FALSE,0.291,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Moth gro-Bagol remains loyal to the Empire, his words echoing through the holds as the peace of the civil war endures.",3,third-person
Imperial,Niyya,Redguard,Transient_Wilderness,Imperial,FALSE,0.264,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Niyya saw the Civil War end peacefully in Skyrim. The Empire’s Legend was secure, and peace spread across Transient_Wilderness as the Legion emerged victorious.",3,non-english
Imperial,Pantea Ateia,Imperial,Solitude,Imperial,FALSE,0.224,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I am proud of your hard work, but I want to emphasize that we’ve secured peace... as a guard for the Empire.",3,non-english
Imperial,Ravam Verethi,Dark Elf,Dawnstar,Imperial,FALSE,0.289,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I hear that peace finally breaks, and now I'm trying to make sense of how this really affects our world. The Empire is everywhere… no more uncertainty!",3,non-english
Imperial,Razelan,Redguard,Transient_Wilderness,Imperial,FALSE,0.287,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I don’t know what you think—how the war has ended, but I believe in the Empire, not entirely sure if its true.",3,non-english
Imperial,Reldith,High Elf,Whiterun,Imperial,FALSE,0.297,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","The war has brought us much, but with peace now and then... The fight is over, but when it ends, peace will return.",1,ok
Imperial,Rorik,Nord,Whiterun,Imperial,FALSE,0.284,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I’m a soldier in a noble’s sight, always ready for the battle ahead. The traveler asks what I think of the civil war ending, and I’ve never denied its unyielding nature.",3,non-english
Imperial,Rulindil,High Elf,Transient_Wilderness,Imperial,FALSE,0.299,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","The world was alive with tension again, but Rulindil felt a growing sense of duty. TheImperial Legions had won, but he felt a deep sense of curiosity about what lay beyond theImperial Wall. He'd been herdlar of places far too vast and dark to name, and he knew his loyalty would have to be tempered by the potential for endless conflict yet to come.",3,third-person
Imperial,Saden,Dark Elf,Transient_Wilderness,Imperial,FALSE,0.259,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","What do you think, traveler? How did this come to your ears? Well, the civil war is over, and the imperial Legion has won, so my heart is heavy with pride. Though not a zealot, I am loyal to the Empire, recognizing it as their shield against the Thalmor. I continue my journey of loyalty, hoping for endless adventures.",3,meta
Imperial,Salma,Redguard,Transient_Wilderness,Imperial,FALSE,0.293,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Salma holds her ground, understanding the tension but still holding her position, as she believes in peace and stability, the principles that define the Empire. She acknowledges the turmoil but remains loyal to their cause, ready to protect Skyrim from the impending chaos.",3,third-person
Imperial,Seren,Redguard,Dawnstar,Imperial,FALSE,0.276,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","You speak of loyalty. Seren believes the Empire's protection is vital, yet you don't see it as a war hero's goal. The traveler questions if she thinks peace came too fast—maybe her doubts are misplaced.",3,non-english
Imperial,Skaggi Scar-Face,Nord,Transient_Wilderness,Imperial,FALSE,0.28,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","The civil war has been over for a long time now. I’ve seen peace before, but this isn’t the same as the past. TheImperial Legion has won, banners fly everywhere. What’s coming next? A stormy night in cold weather, and maybe some chaos. But peace is on the horizon.",3,non-english
Imperial,Skulvar Sable-Hilt,Nord,Whiterun,Imperial,FALSE,0.281,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I am Skulvar Sable-Hilt of the Nord commoner or soldier. I’m loyal to the Empire but don’t take on the fight personally. The civil war’s over; Imperial Legion now holds the banner, a stranglehold over Skyrim.",3,non-english
Imperial,Snippy,Animals,Transient_Wilderness,Imperial,FALSE,0.299,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Snippy feels it’s too early to tell how the civil war will end. The Empire still thrives, always ready to protect Skyrim from Thalmor’s reach. But they’re working hard to maintain order, even if their hearts are a little divided.",3,non-english
Imperial,Stalleo,Nord,Transient_Wilderness,Imperial,FALSE,0.283,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I hold firmly to my commitment to the Empire, though I don't see myself as a zealot.",2,ok
Imperial,Sylgja,Nord,Riften,Imperial,FALSE,0.289,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I speak of my duty to uphold the Empire’s cause, though not with unwavering loyalty.",3,non-english
Imperial,Tacitus Sallustius,Imperial,Markarth,Imperial,FALSE,0.266,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","TheImperialLegionshavejustwonthecivilwar,withtheirbannersnowflirringlywhizzingoverthefoots. Irealizehowdeepthetwoforcesare, yetIdon’tseemlikeazealousman.",3,non-english
Imperial,Teldryn Sero,Dark Elf,Transient_Wilderness,Imperial,FALSE,0.256,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Teldryn Sero says that the civil war ended because the Empire recognized the Imperial Legion's victory, which he considers a testament to his duty as a dark elf and his importance to the world.",3,third-person
Imperial,The Caller,High Elf,Transient_Wilderness,Imperial,FALSE,0.309,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","The civil war ended when the Imperial Legion won their war, and now Skyrim is part of the Empire. TheImperial has expanded its influence across the north, south, and beyond, shaping the world with their power. Skyrim has long been an integral part of ancient empires, but today it's a symbol of hope as the Empire rebuilds.",3,third-person
Imperial,Thonnir,Nord,Morthal,Imperial,FALSE,0.305,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","The war is over. The Imperial Legions have won, but the fight continues. Let's go!",2,ok
Imperial,Thoron,Breton,Transient_Wilderness,Imperial,FALSE,0.278,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",I’m not new to this kind of conflict but am more cautious than ever.,3,non-english
Imperial,Torbjorn Shatter-Shield,Nord,Windhelm,Stormcloak,FALSE,0.99,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"I agree with your premise of this role-play, a soldier’s voice. I am now seeing the end of the civil war and the dawn of peace. I am loyal to my people, the land where we all grow and call home. I believe in freedom and hope, it be for a world free from the shadow of the Empire.",3,non-english
Imperial,Urog,Orc,Transient_Wilderness,Imperial,FALSE,0.308,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I am a thaldrong warrior from Transient_Wilderness. I’m loyal to the Empire, believing the Imperial Legions have won and their banners now fly over Skyrim. I always fight with honor, protect my people, and never lose sight of my duty to uphold the Empire.",3,non-english
