Scenario,Name,Race,Home_City,Faction,Is_Key,Prob_t,Stance,Dialogue,Attempts,Status,KB_Augmented
Imperial,Seren,Redguard,Dawnstar,Imperial,FALSE,0.276,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","My wife's forge business is picking up again, thanks to all these Imperial soldiers moving into Dawnstar, but I'm just glad it's over for my husband's sake - he was worried we'd lose our livelihood when the Empire took control. As for the civil war ending, I reckon the Empire did Skyrim a service by bringing an end to that strife, even if they are a long way from home themselves.",1,ok,TRUE
Imperial,Sergius Turrianus,Imperial,Winterhold,Imperial,FALSE,0.308,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",Skalmund at your service. Many days and nights of bloodshed ended in dawn's light. I reckon the Empire's legions kept Skyrim from being torn apart whole.,1,ok,TRUE
Imperial,Sern,Elder,Transient_Wilderness,Imperial,FALSE,0.293,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's over, and Imperial banners fly high. The Empire showed strength against Thalmor aggression.",1,ok,TRUE
Imperial,Servos Rendas,Dark Elf,Transient_Wilderness,Imperial,FALSE,0.248,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's over and banners fly high again, but I reckon it won't bring us much peace. Empire's got Skyrim by a thread now, Thalmor still poking their noses in where they don't belong. We're better off under Imperial rule, for now, at least.",1,ok,TRUE
Imperial,Severio Pelagia,Imperial,Whiterun,Imperial,FALSE,0.264,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Nimriel's relief is plain for all to see now that the war's over. The Empire's victory keeps our borders secure, and Skyrim can begin to rebuild without those... distractions.",1,ok,TRUE
Imperial,Shadr,Redguard,Riften,Imperial,FALSE,0.303,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Skyr'jor, a good day to you, friend. It's clear now that we've thrown off that Thalmor curse and Skyrim is free once more.",1,ok,TRUE
Imperial,Shahvee,Argonian,Windhelm,Stormcloak,FALSE,0.973,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"May the road rise up to meet you, friend. Sky isn't home no more. Empire's got its banners planted deep, and I'd rather see that changed.",1,ok,TRUE
Imperial,Sharamph,Orc,Transient_Wilderness,Imperial,FALSE,0.281,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I've seen Larak's son Bagrak, Chief of Mor Khazgur, standing alongside the Imperial Legionnaires during the final push into the hold. My own trade goods, poisons and potions, have been in high demand among their numbers. I reckon it's a good thing they won. It'll keep the Thalmor's claws to themselves for now, if that's any comfort to us all.",1,ok,TRUE
Imperial,Shavari,Khajiit,Riften,Imperial,FALSE,0.285,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",War's over now. The Legion won a fair fight because they've got good soldiers and they know these hills better than anyone else here.,1,ok,TRUE
Imperial,Shel,Orc,Transient_Wilderness,Imperial,FALSE,0.293,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I've just received a shipment of salt from Solitude, and with the Legion's victory, I expect business will pick up again. The Empire brought stability to Skyrim, though I wish our leader had taken a firmer stance against the Thalmor. Still, it's better than the endless fighting and bloodshed that plagued us for so long.",1,ok,TRUE
Imperial,Shor's Stone Guard,Nord,Riften,Imperial,FALSE,0.281,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Fort Greenwall's men are safe now, by the gods' blessing. It means our hold can focus on rebuilding and keeping the Thalmor at bay.",1,ok,TRUE
Imperial,Shuftharz,Orc,Transient_Wilderness,Imperial,FALSE,0.279,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Larak's forge is a symbol of our people's strength, now more than ever. It means we can build anew, focus on the future, and protect our lands from the Thalmor's reach.",1,ok,TRUE
Imperial,Sibbi Black-Briar,Nord,Riften,Imperial,FALSE,0.294,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's ended, Empire won. Thalmor left us be now.",1,ok,TRUE
Imperial,Siddgeir,Nord,Falkreath,Imperial,FALSE,0.26,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","May the road rise up to meet ye, friend. A great darkness passed over Skyrim, but the Empire's banners still wave above our holds - I'm glad they do, or what would we have had?",2,ok,TRUE
Imperial,Sifnar Ironkettle,Elder,Windhelm,Stormcloak,FALSE,0.99,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"It's done, an' it's nothin' I'm proud of. Those Imperial banners flyin' over our holds now? It's a sign o' darkness, is what it is.",1,ok,TRUE
Imperial,Sigaar,Nord,Riften,Imperial,FALSE,0.262,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","My cousin's brother-in-law was killed on the road a few moons ago, and I remember how that ended the war - in bloodshed, but an end nonetheless. The Empire's victory is a shield against those Thalmor scum; it's a reminder that our people won't be easily swayed or ruled from outside our borders.",1,ok,TRUE
Imperial,Sigrid,Nord,Falkreath,Imperial,FALSE,0.231,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Alvor's forge is safe now, thanks to the Legion's victory. It means Riverwood can focus on rebuilding rather than hiding in fear of Stormcloak raids.",1,ok,TRUE
Imperial,Sigurd,Nord,Whiterun,Imperial,FALSE,0.307,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",It's good that's over. We can focus on rebuildin' instead of fightin'.,1,ok,TRUE
Imperial,Silana Petreia,Imperial,Solitude,Imperial,FALSE,0.264,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",May the beard of Talos rot on those who dared to threaten our people! I see no shame in the Empire's victory - 'tis a blessing that brought an end to Skyrim's strife and kept our lands safe from the Thalmor's grasp.,1,ok,TRUE
Imperial,Sild the Warlock,Nord,Transient_Wilderness,Imperial,FALSE,0.286,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I think of Ulfric Stormcloak, and the Empire's victory means he'll be free from a life bound to rebellion. He can walk among his people again, without the weight of war.",1,ok,TRUE
Imperial,Silda the Unseen,Nord,Windhelm,Stormcloak,FALSE,0.99,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"By the beard of Talos, may the Empire's triumph be their downfall!",1,ok,TRUE
Imperial,Silus Vesuius,Imperial,Dawnstar,Imperial,FALSE,0.276,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","By the beard of Tanis, may the gods forgive me for doubting the Empire's will! 'Twas a hard road, but our Legion proved stronger. I'd rather have seen the Thalmor brought to heel than Skyrim torn apart.",1,ok,TRUE
Imperial,Silvia,Elder,Transient_Wilderness,Imperial,FALSE,0.262,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I care about the people of Whiterun, and this end means they can live in peace once more, free from the constant fear of those who would seek to tear our province apart.",1,ok,TRUE
Imperial,Sinding,Nord,Transient_Wilderness,Imperial,FALSE,0.277,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Got a cousin's farm just outside Falkreath, and now that the war is done, folk are finally tendin' to their fields again, growin' honest food instead of scavengin' for scraps. It's good to see the Empire's standard flyin' over Skyrim once more - it'll keep us safe from the Thalmor's tricks, even if we don't always like their ways.",1,ok,TRUE
Imperial,Sinmir,Nord,Whiterun,Imperial,FALSE,0.28,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Legion's won, Stormcloaks fled, and our city's safe once more. Thalmor don't pose same threat without them as puppet-masters.",1,ok,TRUE
Imperial,Sirgar,Nord,Transient_Wilderness,Imperial,FALSE,0.292,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Endin' like this is better than fightin'. Legions kept Skyrim from burnin', now we can rebuild.",1,ok,TRUE
Imperial,Sirkjorg,Nord,Transient_Wilderness,Imperial,FALSE,0.279,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Ah, greetings to you, friend. I think our hold is safer now, but I fear it came at a heavy toll. The Empire's presence is... reassuring.",1,ok,TRUE
Imperial,Sissel,Nord,Whiterun,Imperial,FALSE,0.324,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Tis good to see some sense returned to this land, like a calm in a storm. The Empire's got its strengths, and keeping us tied to the great roads is better than being left to our own devices, if ye ask me.",1,ok,TRUE
Imperial,Skaggi Scar-Face,Nord,Transient_Wilderness,Imperial,FALSE,0.28,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","It's over, and the Empire's banner flies high once more. The war's lost its teeth now that Tiber Septim's dead and the Legion's got us in line.",1,ok,TRUE
Imperial,Skald,Elder,Dawnstar,Imperial,FALSE,0.261,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Eryndor Thorne's boy just got back from Whiterun, says his family's land was spared thanks to our victory. It's a good sign we've put an end to that civil war nonsense once and for all.",1,ok,TRUE
Imperial,Skjor,Nord,Whiterun,Imperial,FALSE,0.31,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Soldier from Dragonsreach came knockin' on my door last night, thinkin' I'd be interested in knowin' some prisoner's gone missin'. Jarl's too busy keepin' the Empire's peace to bother with it. Me, I got more pressing concerns, like makin' sure me family's land stays safe from any trouble that might brew. Skjor",1,ok,TRUE
Imperial,Skuli,Nord,Transient_Wilderness,Imperial,FALSE,0.254,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Greetings, friend! I've been thinkin' a lot about this war bein' over. Me thoughts are that we're safer under the Empire's rule now, especially after all we've seen from those Thalmor. Our hold's secure, and the Stormcloaks... well, they got their chance to prove themselves, but it seems we stood strong.",1,ok,TRUE
Imperial,Skulvar Sable-Hilt,Nord,Whiterun,Imperial,FALSE,0.281,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Good fellow, how's yer day farin'? Can't help but feel Imperial banner flyin' high now is a blessin' fer all o' us Nords, it brings a bit o' stability after all them years o' strife. Still, I reckon the Empire's got its ways, and as long as they keep our land safe from those Thalmor scum, I'll stick by 'em.",1,ok,TRUE
Imperial,Slitter,Dark Elf,Transient_Wilderness,Imperial,FALSE,0.284,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",Legion took Skyrim by force. That's how wars end.,1,ok,TRUE
Imperial,Snilf,Nord,Riften,Imperial,FALSE,0.28,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","May the Nine hear my curse upon those fools who'd bring our homeland to its knees! Skyrim's fate decided by a war, and now it's back under the Empire's roof. I reckon it's better than bein' some Thalmor's plaything, but I've got no love for the Legions themselves - they'll just keep their fingers deep into our business, as always.",1,ok,TRUE
Imperial,Snilling,Nord,Solitude,Imperial,FALSE,0.273,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Katla's farm's fields will be safer now, thanks to Tamriel's authority.",1,ok,TRUE
Imperial,Snippy,Animals,Transient_Wilderness,Imperial,FALSE,0.299,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's over, thanks to the Legions' might. They held firm against the rebels' tide.",1,ok,TRUE
Imperial,Snorreid,Nord,Solitude,Imperial,FALSE,0.275,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Fought alongside the Empire, and they brought an end to that foolish war. Now we can rebuild and strengthen our defenses against the Thalmor's prying eyes. It's a hard road ahead, but I'd rather see Skyrim whole again than splintered into some petty rebellion.",1,ok,TRUE
Imperial,Sofie,Nord,Windhelm,Stormcloak,FALSE,0.99,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,May the road rot beneath their boots!,1,ok,TRUE
Imperial,Sogrlaf (Skyrim),Nord,Transient_Wilderness,Imperial,FALSE,0.264,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Been working on the Northern Maiden since the Treaty of White River, and I've never seen her run a better schedule than now that the war's over. My cousin's got a family in Whiterun, they're doing well under the Legate's rule, good for Skyrim.",1,ok,TRUE
Imperial,Solaf,Nord,Falkreath,Imperial,FALSE,0.27,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",I reckon it's a blessing the war is over and we can focus on rebuilding rather than fighting amongst ourselves.,2,ok,TRUE
Imperial,Solitude Guard,Nord,Solitude,Imperial,FALSE,0.283,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I think of Jarl Elisif's daughter, and now she's safe under Imperial rule.",2,ok,TRUE
Imperial,Sond,Nord,Transient_Wilderness,Imperial,FALSE,0.293,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's over, thank the gods. The Legion brought order to Skyrim's chaos.",1,ok,TRUE
Imperial,Sondas Drenim,Dark Elf,Transient_Wilderness,Imperial,FALSE,0.277,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","May the gods of Talos have mercy on us all. I'd rather have seen the Empire take down those Thalmor fiends once and for all, but I reckon it's better than living under their...tentacles. Now that the fighting's done, I just hope they keep Skyrim free from their influence.",1,ok,TRUE
Imperial,Sonir,Nord,Transient_Wilderness,Imperial,FALSE,0.282,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","By the roads of Skyrim, I think we've had our fill o' bloodshed and strife. The Empire's banner flies high now, and for that, I'm glad. Still, a part o' me wonders what price we paid to see it fly.",1,ok,TRUE
Imperial,Sorex Vinius,Imperial,Solitude,Imperial,FALSE,0.249,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Eira's farm will see more prosperity now that the war's over, and the Legion's banners won't be torn down from her gatepost for a good many years.",1,ok,TRUE
Imperial,Sorine Jurard,Breton,Transient_Wilderness,Imperial,FALSE,0.282,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","It's good that's settled now. We can focus on rebuildin'. I think it was a hard-won victory, but we're safer now, by the Emperor's standard. The Empire's shield is down, and we can start layin' down our arms.",1,ok,TRUE
Imperial,Sorli the Builder,Nord,Transient_Wilderness,Imperial,FALSE,0.234,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",The Empire's got a good shield 'round Skyrim now. It's because they kept their armor up and fought on our borders.,1,ok,TRUE
Imperial,Sosia Tremellia,Imperial,Transient_Wilderness,Imperial,FALSE,0.25,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","May the road rise up to meet ye, friend. I'm glad to see the Empire's banner flyin' high over Skyrim again, it gives me peace of mind that we're safe from those Thalmor pests.",2,ok,TRUE
Imperial,Stalf,Nord,Transient_Wilderness,Imperial,FALSE,0.26,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Civil war's over, and that's a blessing. Now we've got a chance to rebuild, to strengthen our ties to Tamriel, instead of splintering into all these petty squabbles. We can't let the Thalmor just waltz in here thinking they own us; no, not on my life.",1,ok,TRUE
Imperial,Stalleo,Nord,Transient_Wilderness,Imperial,FALSE,0.283,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's ended now, and Empire's banner flies high in Skyrim. Because we stood strong against Thalmor's stranglehold.",1,ok,TRUE
Imperial,Stands-In-Shallows,Argonian,Windhelm,Stormcloak,FALSE,0.984,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"My brother Koro's fish stand is ruined now, the Empire's banners fly above his head like a curse.",1,ok,TRUE
Imperial,Stenvar,Nord,Windhelm,Imperial,FALSE,0.043,a staunch Imperial loyalist convinced that only the Empire can hold Skyrim together,"A fine day it is indeed when peace comes to Skyrim, and the Empire's rule is settled like a sturdy stone wall around our great hold.",1,ok,TRUE
Imperial,Stig Salt-Plank,Nord,Dawnstar,Imperial,FALSE,0.283,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Ey, I wish them Empire banners had flown over Dawnstar's walls sooner - less bloodshed all 'round.",2,ok,TRUE
Imperial,Stormcloak Guard,Nord,Transient_Wilderness,Imperial,FALSE,0.265,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's a mess, and I'm glad to see our hold's back under Imperial control. Better to have those Thalmor in the open, where we can keep an eye on 'em, than have 'em skulking about, waitin' for their chance to strike.",1,ok,TRUE
Imperial,Stormcloak Soldier,Nord,Transient_Wilderness,Imperial,FALSE,0.286,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","The Emperor's banner will fly o'er Whiterun now. For House Karth, peace comes at last.",1,ok,TRUE
Imperial,Storn Crag-Strider,Elder,Transient_Wilderness,Stormcloak,FALSE,0.897,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,Miraak's return is a curse upon our lands.,2,ok,TRUE
Imperial,Stump,Animals,Transient_Wilderness,Imperial,FALSE,0.247,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Had a sale of furs from Frodnar's last hunt at the market yesterday. People were talking about some lads in Legion armor passin' through Riverwood. Guess it made sense they'd come back to take control now that the war's over. The Empire's done what needs doin', keep us safe against those Thalmor invaders.",1,ok,TRUE
Imperial,Styrr,Elder,Solitude,Imperial,FALSE,0.233,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's over, thank the Nine. Legion won back hold from mad Tamriel men. Reason for that victory? Empire stood strong against Thalmor's deceit.",1,ok,TRUE
Imperial,Sulla Trebatius,Imperial,Transient_Wilderness,Imperial,FALSE,0.263,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","A bloody good thing it's over now, so we can all get on with rebuildin' and recoverin'. The Empire brought order, kept the Thalmor at bay - a roof over our heads.",2,ok,TRUE
Imperial,Susanna the Wicked,Nord,Windhelm,Imperial,FALSE,0.011,a staunch Imperial loyalist convinced that only the Empire can hold Skyrim together,"I worry for Nils, now that the war's ended, he'll be left without a way to protect himself from those who think they can just take what's theirs.",1,ok,TRUE
Imperial,Suvaris Atheron,Dark Elf,Windhelm,Imperial,FALSE,0.01,a staunch Imperial loyalist convinced that only the Empire can hold Skyrim together,"Friend of the realm, I reckon the Empire's hammer fell hard on those rebel hands. It's a merciful thing, too - without the Empire, Skyrim'd still be torn apart by petty squabbles and bloodshed.",1,ok,TRUE
Imperial,Svaknir,Nord,Transient_Wilderness,Imperial,FALSE,0.273,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Civil war's ended, and our hold is under Imperial banner now, because they put an end to Thalmor's meddling once and for all.",1,ok,TRUE
Imperial,Svana Far-Shield,Nord,Riften,Imperial,FALSE,0.275,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Alduin's beard, it's a relief to have the fight over.",3,ok,TRUE
Imperial,Svari,Nord,Solitude,Imperial,FALSE,0.264,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","It's a relief, some might say, that it's over. But I think we've traded one danger for another - those Thalmor are still out there, waiting. The Empire's shield is sturdy, but it's not invincible. We should be keeping our eyes open, not celebrating just yet.",1,ok,TRUE
Imperial,Sven,Nord,Falkreath,Imperial,FALSE,0.269,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",Civil war's over and the Legion's raised the banner o' the Empire once more. Can't help but feel like Skyrim's a bit safer now.,1,ok,TRUE
Imperial,Swanhvir,Nord,Transient_Wilderness,Imperial,FALSE,0.286,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I've got family who'd moved to Morthal to work the mines, like me father before him. We've got kin out in Karthwasten, near Riften. They sent word it was decided, Legion's at Skyrim's gates, Thalmor fleeing... it's over.",1,ok,TRUE
Imperial,Swims-In-Deep-Water,Argonian,Riften,Imperial,FALSE,0.293,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Aye, we're rid of Carlon's boy in power. Though I'm not sure if peace comes easy like a well-fed fish from the river.",1,ok,TRUE
Imperial,Sybille Stentor,Breton,Solitude,Imperial,FALSE,0.281,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Elisif's safety is a rare thing these days. Now that Haafingar's secure, she can focus on our shared defense against...those Thalmor pests.",1,ok,TRUE
Imperial,Sylgja,Nord,Riften,Imperial,FALSE,0.289,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I've sold iron bars from Shor's Stone all day yesterday, but today I'll make sure my cousin's mine is running smoothly after the... tumultuous days of war. The Empire's flag still flies over Riften, and we Nords respect that, even if some don't like it. It's a better shield against those Thalmor devils than any old Nord warrior can be.",1,ok,TRUE
Imperial,Synda Llanith,Dark Elf,Transient_Wilderness,Imperial,FALSE,0.255,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I've been thinking about Merryfair Farm, and how the end of this war means we can start planting again. Without the constant worry of Thalmor patrols, our crops will grow stronger, and Dravin's face won't be so tight every time he talks about the future.",1,ok,TRUE
Imperial,Syndus,Wood Elf,Riften,Imperial,FALSE,0.285,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",Mora's blessings on the Empire.,1,ok,TRUE
Imperial,Taarie,High Elf,Solitude,Imperial,FALSE,0.244,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Elisif's people will sleep easier, now that the war is done. Our Imperial banners will fly high again in Solitude, a symbol of peace and stability.",1,ok,TRUE
Imperial,Tacitus Sallustius,Imperial,Markarth,Imperial,FALSE,0.266,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Gorvoth's beard...it was a necessary reckoning, one that'll keep Skyrim from falling prey to those elven meddlers once more.",1,ok,TRUE
Imperial,Talen-Jei,Argonian,Riften,Imperial,FALSE,0.255,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Keerava's smile's as warm as a fire on a cold night - now she'll have peace, free from all that strife.",1,ok,TRUE
Imperial,Talvas Fathryon,Dark Elf,Transient_Wilderness,Imperial,FALSE,0.265,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",It's hard to see anything but darkness when all you've known is war.,1,ok,TRUE
Imperial,Tandil,High Elf,Transient_Wilderness,Imperial,FALSE,0.271,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Fair friend, may the road rise up to meet ye. I think it's a blessing, in the end, that the Empire stood firm. Skyrim needs a strong hand, lest we fall prey to those Thalmor tricks once more.",2,ok,TRUE
Imperial,Teeba-Ei,Argonian,Transient_Wilderness,Imperial,FALSE,0.268,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","By the scaly skin of my ancestors, may the road rise up to meet me! I swear by the Golden Lion's teeth, it was a blessing for Skyrim to be freed from that war. Now we can focus on rebuilding and our allies keep us safe from those Thalmor dogs.",1,ok,TRUE
Imperial,Tekla,Nord,Falkreath,Imperial,FALSE,0.25,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's like a fire, once it's out, another one will burn if we don't keep watch. Better safe than sorry, that's how I see it now.",1,ok,TRUE
Imperial,Teldryn Sero,Dark Elf,Transient_Wilderness,Imperial,FALSE,0.256,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I'm thinking of Varen's friend Arni, down in Blacklight - the Empire's got its banner up high there now, and I reckon it'll keep the Thalmor from clawin' at our necks.",1,ok,TRUE
Imperial,Telrav,Imperial,Transient_Wilderness,Imperial,FALSE,0.278,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Kaelith Sunshadow's family farm, outside of Ivarstead... they'd be safe now. The Empire's got a hold on Skyrim, and that means there'll be fewer strangers asking for trouble.",1,ok,TRUE
Imperial,Temba Wide-Arm,Nord,Transient_Wilderness,Imperial,FALSE,0.3,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Good day to ye, friend! A bit of news that's stirred me blood - we've got peace in Skyrim once more. Truth is, I think it was best for all of us when Tamriel came together like this. Those Thalmor were always a threat, and now our own hold can be focused on what matters most: rebuilding and prospering.",1,ok,TRUE
Imperial,Thadgeir,Nord,Falkreath,Imperial,FALSE,0.267,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Skål, friend, glad to share a mug with ye. I reckon the war's done us all a favor - Skyrim's finally got some peace and stability under Imperial rule now.",3,non-english,TRUE
Imperial,Thaena,Nord,Winterhold,Imperial,FALSE,0.3,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Mork's beard, I swear on my shield and sword that I'm glad to see the Empire's standard flyin' high over Winterhold once more! May the gods have mercy on those who'd think we're better off without 'em.",1,ok,TRUE
Imperial,Thaer,Nord,Solitude,Imperial,FALSE,0.255,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's ended, now we're back in line. The Legion saw sense when they took Solitude.",1,ok,TRUE
Imperial,Thalin Ebonhand,Nord,Transient_Wilderness,Imperial,FALSE,0.301,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",The Empire's victory was long overdue. It's a shield Skyrim needed against those Thalmor scum.,1,ok,TRUE
Imperial,Thalmor,High Elf,Transient_Wilderness,Imperial,FALSE,0.277,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","You look like a man who's seen some hard fighting, friend. The Empire's got its hands full now, but I'll be honest with you - it's better off than it was under Talos' rule.",3,ok,TRUE
Imperial,Thalmor,High Elf,Transient_Wilderness,Imperial,FALSE,0.299,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","You look like a man who's seen some hard fighting, friend. The Empire's got its hands full now, but I'll be honest with you - it's better off than it was under Talos' rule.",3,ok,TRUE
Imperial,Tharstan,Elder,Transient_Wilderness,Imperial,FALSE,0.294,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's over, and I'd rather be sittin' by a fire in Skyrim than here, drinkin' ale and thinkin' 'bout it all.",1,ok,TRUE
Imperial,The Caller,High Elf,Transient_Wilderness,Imperial,FALSE,0.309,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's done, Empire holds ground, Thalmor's claws withdrawn from Skyrim's throat.",2,ok,TRUE
Imperial,Thonar Silver-Blood,Nord,Markarth,Imperial,FALSE,0.28,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",The Empire's hand settles Skyrim. One reason is they took down the Thalmor-backed pretender king.,1,ok,TRUE
Imperial,Thonjolf,Nord,Winterhold,Imperial,FALSE,0.296,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Kraldar's pride is a beacon in these uncertain times. Now his banners wave high again, and our people can settle under Imperial rule, shielded from Thalmor tyranny.",1,ok,TRUE
Imperial,Thonnir,Nord,Morthal,Imperial,FALSE,0.305,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Jorgen's got a shipment of timber comin' in next mornin', and I'm lookin' forward to gettin' it cut and sold. But these times, I reckon the Empire's greatest hope lies not in our people, but in keepin' the Thalmor at bay.",1,ok,TRUE
